Calling Party Number,Called Party Number,Call Date,Duration (sec),Call Type,IMEI,IMSI,Cell ID,Tower Location
+918345581223,+919394731217,2026-06-16 22:55:00,221,MTC,967054668893734,406706562729806,404-31-4455-6677,"Salt Lake, Kolkata"
+918345581223,+918936183242,2026-06-18 05:07:27,715,MOC,967054668893734,406706562729806,404-20-1122-3344,"Andheri-E, Mumbai"
+918345581223,+918396218518,2026-06-24 06:01:02,222,MOC,967054668893734,406706562729806,404-40-5566-7788,"T Nagar, Chennai"
+918345581223,+918396218518,2026-06-25 10:14:48,25,MTC,967054668893734,406706562729806,404-45-2233-4455,"Koramangala, Bengaluru"
+918345581223,+918989413435,2026-06-25 14:24:17,489,MOC,967054668893734,406706562729806,404-31-4455-6677,"Salt Lake, Kolkata"
+917046537556,+917164752553,2026-06-01 16:51:43,506,MOC,319314919058651,408506716572628,404-45-2233-4455,"Koramangala, Bengaluru"
+917046537556,+919258815371,2026-06-28 02:55:48,642,SMS-O,319314919058651,408506716572628,404-31-4455-6677,"Salt Lake, Kolkata"
+917046537556,+917164752553,2026-06-07 21:16:49,348,SMS-O,319314919058651,408506716572628,404-10-3344-5566,"Connaught Place, Delhi"
+917046537556,+919258815371,2026-06-04 22:47:28,689,MOC,319314919058651,408506716572628,404-40-5566-7788,"T Nagar, Chennai"
+917046537556,+918317139005,2026-06-15 09:52:00,449,MTC,319314919058651,408506716572628,404-31-4455-6677,"Salt Lake, Kolkata"
+917046537556,+919394731217,2026-06-17 04:31:30,342,MOC,319314919058651,408506716572628,404-10-3344-5566,"Connaught Place, Delhi"
+917046537556,+918936183242,2026-06-05 11:10:39,83,SMS-O,319314919058651,408506716572628,404-45-2233-4455,"Koramangala, Bengaluru"
+917046537556,+918511544796,2026-06-17 09:01:16,43,MTC,319314919058651,408506716572628,404-10-3344-5566,"Connaught Place, Delhi"
+917046537556,+918936183242,2026-06-09 03:58:42,558,SMS-O,319314919058651,408506716572628,404-31-4455-6677,"Salt Lake, Kolkata"
+918641708053,+917164752553,2026-06-05 17:58:28,737,MOC,319314919058651,408506716572628,404-45-2233-4455,"Koramangala, Bengaluru"
+918641708053,+919258815371,2026-06-11 05:47:56,31,MTC,319314919058651,408506716572628,404-31-4455-6677,"Salt Lake, Kolkata"
+918641708053,+918396218518,2026-06-18 14:12:10,855,MOC,319314919058651,408506716572628,404-10-3344-5566,"Connaught Place, Delhi"
+918641708053,+916433218196,2026-06-15 18:31:27,886,MTC,319314919058651,408506716572628,404-31-4455-6677,"Salt Lake, Kolkata"
+918641708053,+919270482814,2026-06-19 02:38:52,456,MOC,319314919058651,408506716572628,404-20-1122-3344,"Andheri-E, Mumbai"
+918641708053,+919808760385,2026-06-28 19:46:05,740,MOC,319314919058651,408506716572628,404-45-2233-4455,"Koramangala, Bengaluru"
+918641708053,+917141888059,2026-06-07 01:05:53,602,SMS-O,319314919058651,408506716572628,404-31-4455-6677,"Salt Lake, Kolkata"
+918641708053,+919394731217,2026-06-03 03:37:37,889,MOC,319314919058651,408506716572628,404-31-4455-6677,"Salt Lake, Kolkata"
+918641708053,+919662702895,2026-06-26 17:50:27,843,SMS-O,319314919058651,408506716572628,404-45-2233-4455,"Koramangala, Bengaluru"
+918641708053,+918936183242,2026-06-05 09:27:38,67,MOC,319314919058651,408506716572628,404-40-5566-7788,"T Nagar, Chennai"
+918641708053,+916841241182,2026-06-12 08:47:48,741,SMS-O,319314919058651,408506716572628,404-10-3344-5566,"Connaught Place, Delhi"
+916473799650,+917046537556,2026-06-29 11:21:40,65,MOC,367837770143634,409578856855744,404-31-4455-6677,"Salt Lake, Kolkata"
+916473799650,+919376311656,2026-06-21 12:05:45,106,MOC,367837770143634,409578856855744,404-20-1122-3344,"Andheri-E, Mumbai"
+916473799650,+916054119986,2026-06-14 00:00:09,397,SMS-O,367837770143634,409578856855744,404-31-4455-6677,"Salt Lake, Kolkata"
+916473799650,+918641708053,2026-06-18 16:25:15,669,SMS-O,367837770143634,409578856855744,404-10-3344-5566,"Connaught Place, Delhi"
+916473799650,+919258815371,2026-06-28 17:34:15,417,MOC,367837770143634,409578856855744,404-31-4455-6677,"Salt Lake, Kolkata"
+916473799650,+917141888059,2026-06-02 09:02:10,762,MOC,367837770143634,409578856855744,404-45-2233-4455,"Koramangala, Bengaluru"
+916473799650,+918634216073,2026-06-06 16:23:22,573,MTC,367837770143634,409578856855744,404-31-4455-6677,"Salt Lake, Kolkata"
+916473799650,+919564823662,2026-06-14 22:36:37,139,MTC,367837770143634,409578856855744,404-31-4455-6677,"Salt Lake, Kolkata"
+916473799650,+916969379237,2026-06-23 01:29:24,143,MOC,367837770143634,409578856855744,404-45-2233-4455,"Koramangala, Bengaluru"
+916473799650,+916969379237,2026-06-26 03:28:08,324,MOC,367837770143634,409578856855744,404-40-5566-7788,"T Nagar, Chennai"
+918989413435,+919270482814,2026-06-08 04:04:55,514,SMS-O,938677496499091,403341232812067,404-40-5566-7788,"T Nagar, Chennai"
+918989413435,+919564823662,2026-06-15 16:02:17,292,MTC,938677496499091,403341232812067,404-45-2233-4455,"Koramangala, Bengaluru"
+918989413435,+916841241182,2026-06-30 02:49:35,790,MOC,938677496499091,403341232812067,404-20-1122-3344,"Andheri-E, Mumbai"
+918989413435,+919258815371,2026-06-13 05:04:35,556,MTC,938677496499091,403341232812067,404-40-5566-7788,"T Nagar, Chennai"
+918989413435,+918998569847,2026-06-06 09:25:02,806,MOC,938677496499091,403341232812067,404-40-5566-7788,"T Nagar, Chennai"
+918989413435,+917293183933,2026-06-03 09:11:11,804,MTC,938677496499091,403341232812067,404-10-3344-5566,"Connaught Place, Delhi"
+918989413435,+916841241182,2026-06-29 14:27:39,393,MOC,938677496499091,403341232812067,404-40-5566-7788,"T Nagar, Chennai"
+918989413435,+919564823662,2026-06-13 06:24:42,41,MOC,938677496499091,403341232812067,404-20-1122-3344,"Andheri-E, Mumbai"
+917408240084,+918396218518,2026-06-12 05:02:41,832,SMS-O,938677496499091,403341232812067,404-45-2233-4455,"Koramangala, Bengaluru"
+917408240084,+916969379237,2026-06-13 06:22:59,143,SMS-O,938677496499091,403341232812067,404-45-2233-4455,"Koramangala, Bengaluru"
+917408240084,+918225358414,2026-06-15 08:00:17,109,SMS-O,938677496499091,403341232812067,404-20-1122-3344,"Andheri-E, Mumbai"
+917408240084,+918511544796,2026-06-21 07:48:32,857,MOC,938677496499091,403341232812067,404-45-2233-4455,"Koramangala, Bengaluru"
+917408240084,+918641708053,2026-06-26 04:10:03,270,MOC,938677496499091,403341232812067,404-40-5566-7788,"T Nagar, Chennai"
+917408240084,+919564823662,2026-06-10 13:22:58,273,MOC,938677496499091,403341232812067,404-45-2233-4455,"Koramangala, Bengaluru"
+917408240084,+919506068536,2026-06-25 07:08:49,548,MOC,938677496499091,403341232812067,404-10-3344-5566,"Connaught Place, Delhi"
+917408240084,+919098358416,2026-06-23 09:51:22,754,MOC,938677496499091,403341232812067,404-20-1122-3344,"Andheri-E, Mumbai"
+917408240084,+919394731217,2026-06-16 00:43:53,336,MOC,938677496499091,403341232812067,404-20-1122-3344,"Andheri-E, Mumbai"
+917408240084,+916473799650,2026-06-23 05:06:01,106,MTC,938677496499091,403341232812067,404-45-2233-4455,"Koramangala, Bengaluru"
+917408240084,+918634216073,2026-06-26 08:17:56,670,SMS-O,938677496499091,403341232812067,404-10-3344-5566,"Connaught Place, Delhi"
+918936183242,+917164752553,2026-06-11 11:26:54,671,MOC,719065940139904,409027874296717,404-45-2233-4455,"Koramangala, Bengaluru"
+918936183242,+919258815371,2026-06-24 21:24:46,627,SMS-O,719065940139904,409027874296717,404-31-4455-6677,"Salt Lake, Kolkata"
+918936183242,+916244550229,2026-06-14 18:48:25,496,MOC,719065940139904,409027874296717,404-20-1122-3344,"Andheri-E, Mumbai"
+918936183242,+918345581223,2026-06-11 12:29:41,825,MOC,719065940139904,409027874296717,404-31-4455-6677,"Salt Lake, Kolkata"
+918936183242,+918345581223,2026-06-29 08:44:00,500,MOC,719065940139904,409027874296717,404-45-2233-4455,"Koramangala, Bengaluru"
+918936183242,+916606071596,2026-06-09 13:11:55,671,MTC,719065940139904,409027874296717,404-31-4455-6677,"Salt Lake, Kolkata"
+918936183242,+919564823662,2026-06-07 20:38:57,160,MOC,719065940139904,409027874296717,404-40-5566-7788,"T Nagar, Chennai"
+918936183242,+916969379237,2026-06-22 02:46:03,129,MTC,719065940139904,409027874296717,404-10-3344-5566,"Connaught Place, Delhi"
+918680715451,+918396218518,2026-06-24 04:39:11,713,SMS-O,826398214658404,404997278755886,404-10-3344-5566,"Connaught Place, Delhi"
+918680715451,+919564823662,2026-06-11 08:36:02,733,SMS-O,826398214658404,404997278755886,404-40-5566-7788,"T Nagar, Chennai"
+918680715451,+916054119986,2026-06-25 12:15:04,545,MTC,826398214658404,404997278755886,404-31-4455-6677,"Salt Lake, Kolkata"
+918680715451,+917164752553,2026-06-03 05:26:18,428,SMS-O,826398214658404,404997278755886,404-40-5566-7788,"T Nagar, Chennai"
+918680715451,+916969379237,2026-06-02 10:38:15,171,MOC,826398214658404,404997278755886,404-45-2233-4455,"Koramangala, Bengaluru"
+918680715451,+919258815371,2026-06-09 21:16:10,672,SMS-O,826398214658404,404997278755886,404-45-2233-4455,"Koramangala, Bengaluru"
+918680715451,+919980793597,2026-06-10 20:27:34,761,MTC,826398214658404,404997278755886,404-20-1122-3344,"Andheri-E, Mumbai"
+918680715451,+918511544796,2026-06-07 12:21:36,731,MOC,826398214658404,404997278755886,404-31-4455-6677,"Salt Lake, Kolkata"
+918680715451,+917164752553,2026-06-28 17:55:19,126,MTC,826398214658404,404997278755886,404-10-3344-5566,"Connaught Place, Delhi"
+918680715451,+918634216073,2026-06-26 11:37:04,505,MOC,826398214658404,404997278755886,404-10-3344-5566,"Connaught Place, Delhi"
+918680715451,+916841241182,2026-06-04 15:58:07,655,MTC,826398214658404,404997278755886,404-45-2233-4455,"Koramangala, Bengaluru"
+918680715451,+918345581223,2026-06-20 11:47:23,357,MOC,826398214658404,404997278755886,404-10-3344-5566,"Connaught Place, Delhi"
+918680715451,+918511544796,2026-06-22 22:40:01,694,MOC,826398214658404,404997278755886,404-31-4455-6677,"Salt Lake, Kolkata"
+919808760385,+917474517123,2026-06-02 02:48:57,47,MOC,826398214658404,404997278755886,404-20-1122-3344,"Andheri-E, Mumbai"
+919808760385,+919662702895,2026-06-14 03:53:49,683,SMS-O,826398214658404,404997278755886,404-20-1122-3344,"Andheri-E, Mumbai"
+919808760385,+916841241182,2026-06-24 04:50:43,490,MTC,826398214658404,404997278755886,404-40-5566-7788,"T Nagar, Chennai"
+919808760385,+918998569847,2026-06-19 18:45:40,772,MOC,826398214658404,404997278755886,404-31-4455-6677,"Salt Lake, Kolkata"
+919808760385,+917164752553,2026-06-23 16:47:09,414,MOC,826398214658404,404997278755886,404-40-5566-7788,"T Nagar, Chennai"
+919808760385,+916606071596,2026-06-22 19:30:35,126,MOC,826398214658404,404997278755886,404-20-1122-3344,"Andheri-E, Mumbai"
+919808760385,+916969379237,2026-06-19 12:02:49,617,SMS-O,826398214658404,404997278755886,404-40-5566-7788,"T Nagar, Chennai"
+919662702895,+918225358414,2026-06-26 14:14:44,259,MOC,158657809134316,401172400504556,404-40-5566-7788,"T Nagar, Chennai"
+919662702895,+919270482814,2026-06-30 14:06:08,693,MOC,158657809134316,401172400504556,404-10-3344-5566,"Connaught Place, Delhi"
+919662702895,+917474517123,2026-06-18 11:39:35,609,MOC,158657809134316,401172400504556,404-10-3344-5566,"Connaught Place, Delhi"
+919662702895,+919270482814,2026-06-23 15:14:01,746,SMS-O,158657809134316,401172400504556,404-40-5566-7788,"T Nagar, Chennai"
+919662702895,+918998569847,2026-06-04 22:36:01,732,MTC,158657809134316,401172400504556,404-31-4455-6677,"Salt Lake, Kolkata"
+919662702895,+918225358414,2026-06-20 04:32:05,592,MTC,158657809134316,401172400504556,404-31-4455-6677,"Salt Lake, Kolkata"
+919662702895,+918634216073,2026-06-14 14:45:55,313,MOC,158657809134316,401172400504556,404-10-3344-5566,"Connaught Place, Delhi"
+919662702895,+917164752553,2026-06-24 00:02:02,600,MOC,158657809134316,401172400504556,404-20-1122-3344,"Andheri-E, Mumbai"
+919662702895,+918998569847,2026-06-28 00:38:49,632,SMS-O,158657809134316,401172400504556,404-31-4455-6677,"Salt Lake, Kolkata"
+919662702895,+919394731217,2026-06-05 17:18:48,379,MOC,158657809134316,401172400504556,404-40-5566-7788,"T Nagar, Chennai"
+919662702895,+917474517123,2026-06-15 01:27:31,370,MOC,158657809134316,401172400504556,404-40-5566-7788,"T Nagar, Chennai"
+919662702895,+916433218196,2026-06-18 12:29:12,313,MOC,158657809134316,401172400504556,404-40-5566-7788,"T Nagar, Chennai"
+919662702895,+917164752553,2026-06-20 20:10:30,419,SMS-O,158657809134316,401172400504556,404-40-5566-7788,"T Nagar, Chennai"
+919662702895,+918396218518,2026-06-15 03:04:13,839,MTC,158657809134316,401172400504556,404-20-1122-3344,"Andheri-E, Mumbai"
+916969379237,+919506068536,2026-06-14 18:35:32,640,SMS-O,640909743953394,402104709521456,404-31-4455-6677,"Salt Lake, Kolkata"
+916969379237,+917046537556,2026-06-03 07:31:58,426,SMS-O,640909743953394,402104709521456,404-31-4455-6677,"Salt Lake, Kolkata"
+916969379237,+919376311656,2026-06-28 20:26:25,39,MTC,640909743953394,402104709521456,404-45-2233-4455,"Koramangala, Bengaluru"
+917474517123,+916841241182,2026-06-03 14:06:28,636,SMS-O,047113826758692,406179640537735,404-10-3344-5566,"Connaught Place, Delhi"
+917474517123,+919376311656,2026-06-03 15:27:54,251,MOC,047113826758692,406179640537735,404-20-1122-3344,"Andheri-E, Mumbai"
+917474517123,+918641708053,2026-06-08 09:08:39,77,MTC,047113826758692,406179640537735,404-45-2233-4455,"Koramangala, Bengaluru"
+917474517123,+917141888059,2026-06-10 19:46:05,148,MTC,047113826758692,406179640537735,404-10-3344-5566,"Connaught Place, Delhi"
+917474517123,+917046537556,2026-06-30 02:05:07,303,MTC,047113826758692,406179640537735,404-31-4455-6677,"Salt Lake, Kolkata"
+917474517123,+919098358416,2026-06-12 10:01:59,776,MOC,047113826758692,406179640537735,404-20-1122-3344,"Andheri-E, Mumbai"
+917474517123,+919506068536,2026-06-29 20:00:10,181,MOC,047113826758692,406179640537735,404-20-1122-3344,"Andheri-E, Mumbai"
+917474517123,+916841241182,2026-06-29 17:11:42,645,MOC,047113826758692,406179640537735,404-45-2233-4455,"Koramangala, Bengaluru"
+917474517123,+919270482814,2026-06-04 15:29:58,607,MOC,047113826758692,406179640537735,404-20-1122-3344,"Andheri-E, Mumbai"
+917474517123,+918936183242,2026-06-15 00:06:13,741,SMS-O,047113826758692,406179640537735,404-40-5566-7788,"T Nagar, Chennai"
+917474517123,+916433218196,2026-06-16 18:18:05,651,MOC,047113826758692,406179640537735,404-45-2233-4455,"Koramangala, Bengaluru"
+918317139005,+917046537556,2026-06-28 00:18:31,619,MOC,240268117758917,408390847007661,404-20-1122-3344,"Andheri-E, Mumbai"
+918317139005,+916606071596,2026-06-03 08:50:06,812,MOC,240268117758917,408390847007661,404-45-2233-4455,"Koramangala, Bengaluru"
+918317139005,+918998569847,2026-06-25 18:45:10,767,SMS-O,240268117758917,408390847007661,404-31-4455-6677,"Salt Lake, Kolkata"
+918317139005,+916841241182,2026-06-16 16:35:11,722,SMS-O,240268117758917,408390847007661,404-20-1122-3344,"Andheri-E, Mumbai"
+918317139005,+918998569847,2026-06-30 19:38:16,874,MOC,240268117758917,408390847007661,404-20-1122-3344,"Andheri-E, Mumbai"
+918317139005,+918396218518,2026-06-13 05:52:15,306,MTC,240268117758917,408390847007661,404-40-5566-7788,"T Nagar, Chennai"
+918317139005,+918680715451,2026-06-24 17:15:29,258,MOC,240268117758917,408390847007661,404-10-3344-5566,"Connaught Place, Delhi"
+918317139005,+918634216073,2026-06-07 00:11:54,759,SMS-O,240268117758917,408390847007661,404-20-1122-3344,"Andheri-E, Mumbai"
