Calling Party Number,Called Party Number,Call Date,Duration (sec),Call Type,IMEI,IMSI,Cell ID,Tower Location
+919376311656,+917046537556,2026-06-16 20:09:31,605,MOC,317810801326773,406026064746872,404-45-2233-4455,"Koramangala, Bengaluru"
+919376311656,+916473799650,2026-06-30 19:53:01,732,MOC,317810801326773,406026064746872,404-45-2233-4455,"Koramangala, Bengaluru"
+919376311656,+918345581223,2026-06-05 05:40:00,842,MTC,317810801326773,406026064746872,404-40-5566-7788,"T Nagar, Chennai"
+919376311656,+917164752553,2026-06-21 13:45:01,235,SMS-O,317810801326773,406026064746872,404-40-5566-7788,"T Nagar, Chennai"
+919376311656,+916433218196,2026-06-03 14:28:49,58,SMS-O,317810801326773,406026064746872,404-45-2233-4455,"Koramangala, Bengaluru"
+919376311656,+918989413435,2026-06-22 20:23:35,339,MTC,317810801326773,406026064746872,404-31-4455-6677,"Salt Lake, Kolkata"
+919376311656,+918225358414,2026-06-17 04:36:58,394,MTC,317810801326773,406026064746872,404-45-2233-4455,"Koramangala, Bengaluru"
+919376311656,+916244550229,2026-06-25 03:01:54,295,MOC,317810801326773,406026064746872,404-40-5566-7788,"T Nagar, Chennai"
+919376311656,+919270482814,2026-06-04 23:00:59,400,MTC,317810801326773,406026064746872,404-40-5566-7788,"T Nagar, Chennai"
+919376311656,+916244550229,2026-06-11 03:20:45,632,SMS-O,317810801326773,406026064746872,404-20-1122-3344,"Andheri-E, Mumbai"
+919376311656,+916841241182,2026-06-07 18:14:52,576,MTC,317810801326773,406026064746872,404-20-1122-3344,"Andheri-E, Mumbai"
+919376311656,+919270482814,2026-06-14 13:59:17,595,MOC,317810801326773,406026064746872,404-20-1122-3344,"Andheri-E, Mumbai"
+919376311656,+917141888059,2026-06-02 15:52:34,130,MOC,317810801326773,406026064746872,404-10-3344-5566,"Connaught Place, Delhi"
+919376311656,+916473799650,2026-06-26 12:35:47,852,MTC,317810801326773,406026064746872,404-40-5566-7788,"T Nagar, Chennai"
+918009788208,+917408240084,2026-06-25 16:53:14,215,SMS-O,998543534624751,400799118384251,404-31-4455-6677,"Salt Lake, Kolkata"
+918009788208,+917293183933,2026-06-03 11:44:08,132,MTC,998543534624751,400799118384251,404-31-4455-6677,"Salt Lake, Kolkata"
+918009788208,+917474517123,2026-06-23 15:33:17,845,MTC,998543534624751,400799118384251,404-40-5566-7788,"T Nagar, Chennai"
+918009788208,+919506068536,2026-06-22 17:42:26,127,MOC,998543534624751,400799118384251,404-20-1122-3344,"Andheri-E, Mumbai"
+918009788208,+918511544796,2026-06-11 01:03:04,847,MOC,998543534624751,400799118384251,404-20-1122-3344,"Andheri-E, Mumbai"
+918009788208,+919270482814,2026-06-15 03:13:52,195,MOC,998543534624751,400799118384251,404-40-5566-7788,"T Nagar, Chennai"
+916841241182,+919098358416,2026-06-14 03:08:43,674,MTC,427868011280598,402620450533158,404-45-2233-4455,"Koramangala, Bengaluru"
+916841241182,+916244550229,2026-06-10 11:10:45,689,SMS-O,427868011280598,402620450533158,404-45-2233-4455,"Koramangala, Bengaluru"
+916841241182,+919980793597,2026-06-16 03:48:00,796,MOC,427868011280598,402620450533158,404-45-2233-4455,"Koramangala, Bengaluru"
+916841241182,+918634216073,2026-06-14 23:27:32,568,MOC,427868011280598,402620450533158,404-45-2233-4455,"Koramangala, Bengaluru"
+916841241182,+918989413435,2026-06-18 02:47:57,580,MOC,427868011280598,402620450533158,404-10-3344-5566,"Connaught Place, Delhi"
+916841241182,+918225358414,2026-06-30 01:38:19,674,MTC,427868011280598,402620450533158,404-20-1122-3344,"Andheri-E, Mumbai"
+916841241182,+918009788208,2026-06-09 22:59:43,293,SMS-O,427868011280598,402620450533158,404-10-3344-5566,"Connaught Place, Delhi"
+916841241182,+917474517123,2026-06-03 06:08:09,805,MOC,427868011280598,402620450533158,404-20-1122-3344,"Andheri-E, Mumbai"
+916841241182,+919808760385,2026-06-01 10:45:32,151,MTC,427868011280598,402620450533158,404-20-1122-3344,"Andheri-E, Mumbai"
+916841241182,+918225358414,2026-06-09 06:37:23,149,MOC,427868011280598,402620450533158,404-31-4455-6677,"Salt Lake, Kolkata"
+916841241182,+916969379237,2026-06-23 15:21:36,298,MTC,427868011280598,402620450533158,404-20-1122-3344,"Andheri-E, Mumbai"
+916841241182,+918009788208,2026-06-14 19:34:16,677,MOC,427868011280598,402620450533158,404-31-4455-6677,"Salt Lake, Kolkata"
+916841241182,+919376311656,2026-06-29 15:17:27,153,MOC,427868011280598,402620450533158,404-40-5566-7788,"T Nagar, Chennai"
+916841241182,+919270482814,2026-06-05 07:57:47,204,MOC,427868011280598,402620450533158,404-31-4455-6677,"Salt Lake, Kolkata"
+916841241182,+916433218196,2026-06-23 06:37:32,400,MOC,427868011280598,402620450533158,404-20-1122-3344,"Andheri-E, Mumbai"
+918634216073,+918345581223,2026-06-28 15:27:03,554,MTC,850142940196556,409816934060883,404-40-5566-7788,"T Nagar, Chennai"
+918634216073,+918641708053,2026-06-05 11:16:25,220,SMS-O,850142940196556,409816934060883,404-10-3344-5566,"Connaught Place, Delhi"
+918634216073,+916433218196,2026-06-09 03:27:58,723,MTC,850142940196556,409816934060883,404-31-4455-6677,"Salt Lake, Kolkata"
+918634216073,+916841241182,2026-06-21 04:32:50,466,MOC,850142940196556,409816934060883,404-10-3344-5566,"Connaught Place, Delhi"
+918634216073,+918396218518,2026-06-02 19:03:40,119,MTC,850142940196556,409816934060883,404-10-3344-5566,"Connaught Place, Delhi"
+918634216073,+919098358416,2026-06-19 06:28:18,200,SMS-O,850142940196556,409816934060883,404-31-4455-6677,"Salt Lake, Kolkata"
+919564823662,+916244550229,2026-06-25 11:30:19,51,MTC,791769367632016,403287083172788,404-20-1122-3344,"Andheri-E, Mumbai"
+919564823662,+918317139005,2026-06-07 17:56:05,560,MOC,791769367632016,403287083172788,404-45-2233-4455,"Koramangala, Bengaluru"
+919564823662,+916606071596,2026-06-26 13:39:32,874,MOC,791769367632016,403287083172788,404-10-3344-5566,"Connaught Place, Delhi"
+919564823662,+916969379237,2026-06-03 23:45:20,387,MOC,791769367632016,403287083172788,404-31-4455-6677,"Salt Lake, Kolkata"
+919564823662,+919434873471,2026-06-09 10:58:18,850,MOC,791769367632016,403287083172788,404-40-5566-7788,"T Nagar, Chennai"
+919564823662,+919394731217,2026-06-19 12:34:57,155,MTC,791769367632016,403287083172788,404-40-5566-7788,"T Nagar, Chennai"
+919564823662,+917293183933,2026-06-18 21:56:31,372,MOC,791769367632016,403287083172788,404-20-1122-3344,"Andheri-E, Mumbai"
+919564823662,+919394731217,2026-06-04 03:06:27,294,MOC,791769367632016,403287083172788,404-10-3344-5566,"Connaught Place, Delhi"
+919564823662,+917141888059,2026-06-08 17:48:32,80,MOC,791769367632016,403287083172788,404-31-4455-6677,"Salt Lake, Kolkata"
+919564823662,+916433218196,2026-06-22 06:33:23,577,SMS-O,791769367632016,403287083172788,404-45-2233-4455,"Koramangala, Bengaluru"
+919434873471,+919098358416,2026-06-13 17:43:37,815,MOC,967054668893734,406706562729806,404-40-5566-7788,"T Nagar, Chennai"
+919434873471,+919662702895,2026-06-17 23:34:35,867,MOC,967054668893734,406706562729806,404-45-2233-4455,"Koramangala, Bengaluru"
+919434873471,+919394731217,2026-06-06 09:42:33,375,MOC,967054668893734,406706562729806,404-45-2233-4455,"Koramangala, Bengaluru"
+919434873471,+918998569847,2026-06-01 00:33:20,21,MTC,967054668893734,406706562729806,404-20-1122-3344,"Andheri-E, Mumbai"
+919434873471,+919564823662,2026-06-12 20:26:48,65,MOC,967054668893734,406706562729806,404-10-3344-5566,"Connaught Place, Delhi"
+919434873471,+916969379237,2026-06-01 18:25:48,217,MOC,967054668893734,406706562729806,404-31-4455-6677,"Salt Lake, Kolkata"
+919434873471,+916606071596,2026-06-12 23:35:40,883,MOC,967054668893734,406706562729806,404-20-1122-3344,"Andheri-E, Mumbai"
+918345581223,+919098358416,2026-06-04 23:27:40,97,MTC,967054668893734,406706562729806,404-10-3344-5566,"Connaught Place, Delhi"
+918345581223,+919098358416,2026-06-14 13:19:56,437,SMS-O,967054668893734,406706562729806,404-31-4455-6677,"Salt Lake, Kolkata"
+918345581223,+919258815371,2026-06-08 22:47:56,764,MOC,967054668893734,406706562729806,404-20-1122-3344,"Andheri-E, Mumbai"
+918345581223,+919394731217,2026-06-02 09:51:22,855,SMS-O,967054668893734,406706562729806,404-20-1122-3344,"Andheri-E, Mumbai"
+918345581223,+918225358414,2026-06-05 00:13:34,265,MOC,967054668893734,406706562729806,404-10-3344-5566,"Connaught Place, Delhi"
+918345581223,+916054119986,2026-06-12 09:57:05,363,SMS-O,967054668893734,406706562729806,404-31-4455-6677,"Salt Lake, Kolkata"
+918345581223,+918680715451,2026-06-30 03:31:09,893,SMS-O,967054668893734,406706562729806,404-45-2233-4455,"Koramangala, Bengaluru"
+918345581223,+918936183242,2026-06-21 18:56:38,613,MOC,967054668893734,406706562729806,404-20-1122-3344,"Andheri-E, Mumbai"
+918345581223,+918641708053,2026-06-26 23:05:42,301,MTC,967054668893734,406706562729806,404-45-2233-4455,"Koramangala, Bengaluru"
+918345581223,+918634216073,2026-06-24 19:36:53,730,SMS-O,967054668893734,406706562729806,404-40-5566-7788,"T Nagar, Chennai"
+918345581223,+917474517123,2026-06-03 20:59:57,515,MOC,967054668893734,406706562729806,404-20-1122-3344,"Andheri-E, Mumbai"
+918345581223,+919270482814,2026-06-06 13:41:40,638,MTC,967054668893734,406706562729806,404-31-4455-6677,"Salt Lake, Kolkata"
+918345581223,+918225358414,2026-06-30 20:15:47,296,SMS-O,967054668893734,406706562729806,404-40-5566-7788,"T Nagar, Chennai"
+918345581223,+919098358416,2026-06-04 19:34:55,652,MOC,967054668893734,406706562729806,404-45-2233-4455,"Koramangala, Bengaluru"
+918345581223,+919662702895,2026-06-20 23:10:51,220,MTC,967054668893734,406706562729806,404-10-3344-5566,"Connaught Place, Delhi"
+917046537556,+917164752553,2026-06-02 16:57:07,391,MTC,319314919058651,408506716572628,404-20-1122-3344,"Andheri-E, Mumbai"
+917046537556,+916606071596,2026-06-15 12:14:11,295,SMS-O,319314919058651,408506716572628,404-10-3344-5566,"Connaught Place, Delhi"
+917046537556,+918396218518,2026-06-05 14:20:24,813,MTC,319314919058651,408506716572628,404-31-4455-6677,"Salt Lake, Kolkata"
+917046537556,+918225358414,2026-06-25 08:07:39,496,MTC,319314919058651,408506716572628,404-31-4455-6677,"Salt Lake, Kolkata"
+917046537556,+919808760385,2026-06-18 20:20:29,420,MOC,319314919058651,408506716572628,404-20-1122-3344,"Andheri-E, Mumbai"
+917046537556,+918396218518,2026-06-09 14:48:48,225,SMS-O,319314919058651,408506716572628,404-20-1122-3344,"Andheri-E, Mumbai"
+917046537556,+919376311656,2026-06-09 04:54:31,594,MOC,319314919058651,408506716572628,404-20-1122-3344,"Andheri-E, Mumbai"
+917046537556,+918998569847,2026-06-25 12:30:43,640,MTC,319314919058651,408506716572628,404-40-5566-7788,"T Nagar, Chennai"
+917046537556,+918680715451,2026-06-14 04:53:19,605,MOC,319314919058651,408506716572628,404-45-2233-4455,"Koramangala, Bengaluru"
+917046537556,+916244550229,2026-06-06 17:28:42,186,SMS-O,319314919058651,408506716572628,404-31-4455-6677,"Salt Lake, Kolkata"
+917046537556,+916433218196,2026-06-09 10:02:04,648,MTC,319314919058651,408506716572628,404-20-1122-3344,"Andheri-E, Mumbai"
+918641708053,+919270482814,2026-06-20 08:53:00,742,MTC,319314919058651,408506716572628,404-10-3344-5566,"Connaught Place, Delhi"
+918641708053,+917408240084,2026-06-29 13:26:31,789,SMS-O,319314919058651,408506716572628,404-31-4455-6677,"Salt Lake, Kolkata"
+918641708053,+919376311656,2026-06-14 22:47:11,894,MOC,319314919058651,408506716572628,404-31-4455-6677,"Salt Lake, Kolkata"
+918641708053,+919270482814,2026-06-06 09:57:43,668,MTC,319314919058651,408506716572628,404-45-2233-4455,"Koramangala, Bengaluru"
+918641708053,+918009788208,2026-06-01 13:56:35,408,MTC,319314919058651,408506716572628,404-31-4455-6677,"Salt Lake, Kolkata"
+918641708053,+918634216073,2026-06-01 13:08:59,746,MTC,319314919058651,408506716572628,404-20-1122-3344,"Andheri-E, Mumbai"
+918641708053,+919808760385,2026-06-30 17:29:33,889,MOC,319314919058651,408506716572628,404-20-1122-3344,"Andheri-E, Mumbai"
+918641708053,+919564823662,2026-06-07 04:25:02,834,MOC,319314919058651,408506716572628,404-45-2233-4455,"Koramangala, Bengaluru"
+916473799650,+916433218196,2026-06-25 18:31:00,727,MOC,367837770143634,409578856855744,404-31-4455-6677,"Salt Lake, Kolkata"
+916473799650,+918641708053,2026-06-13 21:29:03,671,MOC,367837770143634,409578856855744,404-40-5566-7788,"T Nagar, Chennai"
+916473799650,+919394731217,2026-06-05 03:28:47,799,MTC,367837770143634,409578856855744,404-31-4455-6677,"Salt Lake, Kolkata"
+916473799650,+918317139005,2026-06-25 09:58:47,25,SMS-O,367837770143634,409578856855744,404-20-1122-3344,"Andheri-E, Mumbai"
+916473799650,+919980793597,2026-06-11 18:52:47,662,MTC,367837770143634,409578856855744,404-20-1122-3344,"Andheri-E, Mumbai"
+916473799650,+919564823662,2026-06-08 12:44:25,245,MTC,367837770143634,409578856855744,404-20-1122-3344,"Andheri-E, Mumbai"
+916473799650,+918998569847,2026-06-13 21:51:13,577,MOC,367837770143634,409578856855744,404-45-2233-4455,"Koramangala, Bengaluru"
+916473799650,+919098358416,2026-06-27 06:15:13,417,MOC,367837770143634,409578856855744,404-10-3344-5566,"Connaught Place, Delhi"
+916473799650,+918634216073,2026-06-13 22:09:58,834,MTC,367837770143634,409578856855744,404-40-5566-7788,"T Nagar, Chennai"
+916473799650,+917474517123,2026-06-07 04:33:59,298,MOC,367837770143634,409578856855744,404-31-4455-6677,"Salt Lake, Kolkata"
+916473799650,+916841241182,2026-06-06 14:27:00,49,MOC,367837770143634,409578856855744,404-10-3344-5566,"Connaught Place, Delhi"
+916473799650,+919394731217,2026-06-21 02:29:15,611,MTC,367837770143634,409578856855744,404-20-1122-3344,"Andheri-E, Mumbai"
+918989413435,+919270482814,2026-06-14 05:34:05,793,SMS-O,938677496499091,403341232812067,404-31-4455-6677,"Salt Lake, Kolkata"
+918989413435,+918396218518,2026-06-27 22:13:26,94,MOC,938677496499091,403341232812067,404-31-4455-6677,"Salt Lake, Kolkata"
+918989413435,+918396218518,2026-06-02 02:24:43,261,MOC,938677496499091,403341232812067,404-10-3344-5566,"Connaught Place, Delhi"
+918989413435,+918936183242,2026-06-07 11:24:30,571,MTC,938677496499091,403341232812067,404-45-2233-4455,"Koramangala, Bengaluru"
+918989413435,+916054119986,2026-06-05 09:39:50,715,MOC,938677496499091,403341232812067,404-20-1122-3344,"Andheri-E, Mumbai"
+918989413435,+917164752553,2026-06-02 01:58:06,305,MOC,938677496499091,403341232812067,404-45-2233-4455,"Koramangala, Bengaluru"
+918989413435,+919258815371,2026-06-11 01:01:38,711,MOC,938677496499091,403341232812067,404-20-1122-3344,"Andheri-E, Mumbai"
+918989413435,+918641708053,2026-06-13 16:01:09,348,SMS-O,938677496499091,403341232812067,404-40-5566-7788,"T Nagar, Chennai"
+918989413435,+919564823662,2026-06-28 09:16:41,776,MOC,938677496499091,403341232812067,404-40-5566-7788,"T Nagar, Chennai"
+918989413435,+918225358414,2026-06-03 08:23:02,727,MOC,938677496499091,403341232812067,404-45-2233-4455,"Koramangala, Bengaluru"
+918989413435,+916473799650,2026-06-13 16:27:42,161,MOC,938677496499091,403341232812067,404-40-5566-7788,"T Nagar, Chennai"
+917408240084,+919270482814,2026-06-22 08:00:51,508,MTC,938677496499091,403341232812067,404-20-1122-3344,"Andheri-E, Mumbai"
+917408240084,+919098358416,2026-06-09 14:42:45,589,MTC,938677496499091,403341232812067,404-20-1122-3344,"Andheri-E, Mumbai"
+917408240084,+916473799650,2026-06-09 09:09:51,665,MTC,938677496499091,403341232812067,404-20-1122-3344,"Andheri-E, Mumbai"
+917408240084,+919394731217,2026-06-20 23:17:36,69,MTC,938677496499091,403341232812067,404-31-4455-6677,"Salt Lake, Kolkata"
+917408240084,+918225358414,2026-06-19 20:29:05,812,SMS-O,938677496499091,403341232812067,404-40-5566-7788,"T Nagar, Chennai"
+917408240084,+918634216073,2026-06-04 05:36:26,359,MOC,938677496499091,403341232812067,404-31-4455-6677,"Salt Lake, Kolkata"
+917408240084,+916969379237,2026-06-20 11:19:53,769,MTC,938677496499091,403341232812067,404-20-1122-3344,"Andheri-E, Mumbai"
+917408240084,+918317139005,2026-06-08 07:14:38,65,MOC,938677496499091,403341232812067,404-40-5566-7788,"T Nagar, Chennai"
+917408240084,+919098358416,2026-06-10 13:01:56,765,SMS-O,938677496499091,403341232812067,404-20-1122-3344,"Andheri-E, Mumbai"
+917408240084,+919098358416,2026-06-12 20:35:17,83,MTC,938677496499091,403341232812067,404-40-5566-7788,"T Nagar, Chennai"
+917408240084,+918634216073,2026-06-02 13:23:48,183,SMS-O,938677496499091,403341232812067,404-40-5566-7788,"T Nagar, Chennai"
+917408240084,+916433218196,2026-06-04 01:39:17,508,MTC,938677496499091,403341232812067,404-10-3344-5566,"Connaught Place, Delhi"
+918936183242,+916841241182,2026-06-23 13:56:15,315,MTC,719065940139904,409027874296717,404-45-2233-4455,"Koramangala, Bengaluru"
+918936183242,+919506068536,2026-06-18 00:25:54,358,MOC,719065940139904,409027874296717,404-31-4455-6677,"Salt Lake, Kolkata"
+918936183242,+917046537556,2026-06-09 09:27:42,458,MOC,719065940139904,409027874296717,404-10-3344-5566,"Connaught Place, Delhi"
+918936183242,+916473799650,2026-06-06 17:49:26,648,SMS-O,719065940139904,409027874296717,404-40-5566-7788,"T Nagar, Chennai"
+918936183242,+919434873471,2026-06-20 20:10:01,419,MOC,719065940139904,409027874296717,404-31-4455-6677,"Salt Lake, Kolkata"
+918936183242,+918634216073,2026-06-01 08:40:57,526,MOC,719065940139904,409027874296717,404-40-5566-7788,"T Nagar, Chennai"
+918936183242,+917141888059,2026-06-04 11:36:35,610,SMS-O,719065940139904,409027874296717,404-40-5566-7788,"T Nagar, Chennai"
+918936183242,+916244550229,2026-06-24 05:09:51,398,MTC,719065940139904,409027874296717,404-10-3344-5566,"Connaught Place, Delhi"
+918936183242,+919506068536,2026-06-25 01:48:48,261,SMS-O,719065940139904,409027874296717,404-45-2233-4455,"Koramangala, Bengaluru"
+918936183242,+916606071596,2026-06-29 04:37:09,109,MOC,719065940139904,409027874296717,404-40-5566-7788,"T Nagar, Chennai"
+918936183242,+917046537556,2026-06-30 10:22:00,671,MOC,719065940139904,409027874296717,404-40-5566-7788,"T Nagar, Chennai"
+918936183242,+919098358416,2026-06-14 13:21:11,810,MOC,719065940139904,409027874296717,404-45-2233-4455,"Koramangala, Bengaluru"
+918680715451,+919662702895,2026-06-29 01:28:12,251,MOC,826398214658404,404997278755886,404-31-4455-6677,"Salt Lake, Kolkata"
+918680715451,+919394731217,2026-06-05 18:54:32,808,MTC,826398214658404,404997278755886,404-10-3344-5566,"Connaught Place, Delhi"
+918680715451,+916244550229,2026-06-03 18:44:31,561,MTC,826398214658404,404997278755886,404-40-5566-7788,"T Nagar, Chennai"
+918680715451,+918009788208,2026-06-15 03:29:11,420,SMS-O,826398214658404,404997278755886,404-45-2233-4455,"Koramangala, Bengaluru"
+918680715451,+918396218518,2026-06-01 13:43:14,146,MTC,826398214658404,404997278755886,404-40-5566-7788,"T Nagar, Chennai"
+918680715451,+916841241182,2026-06-04 09:04:29,65,SMS-O,826398214658404,404997278755886,404-20-1122-3344,"Andheri-E, Mumbai"
+918680715451,+919258815371,2026-06-05 22:24:48,261,MOC,826398214658404,404997278755886,404-45-2233-4455,"Koramangala, Bengaluru"
+918680715451,+918225358414,2026-06-13 22:41:45,432,SMS-O,826398214658404,404997278755886,404-31-4455-6677,"Salt Lake, Kolkata"
+918680715451,+917141888059,2026-06-13 11:52:51,589,MOC,826398214658404,404997278755886,404-20-1122-3344,"Andheri-E, Mumbai"
+918680715451,+918634216073,2026-06-06 02:40:37,555,MOC,826398214658404,404997278755886,404-20-1122-3344,"Andheri-E, Mumbai"
+918680715451,+918396218518,2026-06-25 13:18:09,201,MOC,826398214658404,404997278755886,404-45-2233-4455,"Koramangala, Bengaluru"
+918680715451,+918989413435,2026-06-28 10:40:56,869,MOC,826398214658404,404997278755886,404-10-3344-5566,"Connaught Place, Delhi"
+918680715451,+919376311656,2026-06-25 08:41:10,821,MOC,826398214658404,404997278755886,404-20-1122-3344,"Andheri-E, Mumbai"
+918680715451,+916969379237,2026-06-25 10:21:15,842,MOC,826398214658404,404997278755886,404-10-3344-5566,"Connaught Place, Delhi"
+919808760385,+919270482814,2026-06-03 03:57:36,536,MOC,826398214658404,404997278755886,404-20-1122-3344,"Andheri-E, Mumbai"
+919808760385,+916244550229,2026-06-25 18:54:47,605,MOC,826398214658404,404997278755886,404-10-3344-5566,"Connaught Place, Delhi"
+919808760385,+919258815371,2026-06-22 12:36:00,621,MOC,826398214658404,404997278755886,404-31-4455-6677,"Salt Lake, Kolkata"
+919808760385,+916606071596,2026-06-02 09:43:33,441,MOC,826398214658404,404997278755886,404-45-2233-4455,"Koramangala, Bengaluru"
+919808760385,+917164752553,2026-06-19 18:42:31,141,MTC,826398214658404,404997278755886,404-45-2233-4455,"Koramangala, Bengaluru"
+919808760385,+917164752553,2026-06-18 08:03:55,737,SMS-O,826398214658404,404997278755886,404-45-2233-4455,"Koramangala, Bengaluru"
+919808760385,+916606071596,2026-06-10 04:55:00,299,MTC,826398214658404,404997278755886,404-31-4455-6677,"Salt Lake, Kolkata"
+919808760385,+919098358416,2026-06-30 07:30:48,240,SMS-O,826398214658404,404997278755886,404-40-5566-7788,"T Nagar, Chennai"
+919808760385,+919270482814,2026-06-21 10:02:28,308,MOC,826398214658404,404997278755886,404-10-3344-5566,"Connaught Place, Delhi"
+919808760385,+919270482814,2026-06-22 03:18:01,264,SMS-O,826398214658404,404997278755886,404-45-2233-4455,"Koramangala, Bengaluru"
+919808760385,+916841241182,2026-06-07 12:05:51,579,MOC,826398214658404,404997278755886,404-20-1122-3344,"Andheri-E, Mumbai"
+919808760385,+917046537556,2026-06-25 05:50:24,806,MTC,826398214658404,404997278755886,404-45-2233-4455,"Koramangala, Bengaluru"
+919808760385,+918009788208,2026-06-25 05:04:33,42,MOC,826398214658404,404997278755886,404-40-5566-7788,"T Nagar, Chennai"
+919662702895,+916606071596,2026-06-01 09:29:41,534,SMS-O,158657809134316,401172400504556,404-45-2233-4455,"Koramangala, Bengaluru"
+919662702895,+918317139005,2026-06-27 02:34:21,224,MTC,158657809134316,401172400504556,404-20-1122-3344,"Andheri-E, Mumbai"
+919662702895,+918634216073,2026-06-18 04:35:27,321,MOC,158657809134316,401172400504556,404-45-2233-4455,"Koramangala, Bengaluru"
+919662702895,+916606071596,2026-06-16 13:46:04,660,MOC,158657809134316,401172400504556,404-40-5566-7788,"T Nagar, Chennai"
+919662702895,+916606071596,2026-06-26 07:52:38,474,MOC,158657809134316,401172400504556,404-45-2233-4455,"Koramangala, Bengaluru"
+916969379237,+919270482814,2026-06-02 07:05:45,51,SMS-O,640909743953394,402104709521456,404-31-4455-6677,"Salt Lake, Kolkata"
+916969379237,+916473799650,2026-06-16 13:32:51,138,SMS-O,640909743953394,402104709521456,404-10-3344-5566,"Connaught Place, Delhi"
+916969379237,+917164752553,2026-06-21 01:51:11,396,MOC,640909743953394,402104709521456,404-31-4455-6677,"Salt Lake, Kolkata"
+916969379237,+919394731217,2026-06-16 20:58:20,366,MTC,640909743953394,402104709521456,404-40-5566-7788,"T Nagar, Chennai"
+916969379237,+919098358416,2026-06-23 19:58:28,579,MOC,640909743953394,402104709521456,404-45-2233-4455,"Koramangala, Bengaluru"
+916969379237,+918396218518,2026-06-09 11:04:23,74,MTC,640909743953394,402104709521456,404-10-3344-5566,"Connaught Place, Delhi"
+916969379237,+919258815371,2026-06-02 05:08:53,528,MTC,640909743953394,402104709521456,404-10-3344-5566,"Connaught Place, Delhi"
