Subscriber ID,Private IP,Public IP,Source Port,Session Start Time,Session End Time,Uplink Bytes,Downlink Bytes,Destination IP,IMEI
+919376311656,10.81.213.100,89.111.29.149,24047,2026-06-24 21:13:48,2026-06-24 21:27:48,590018,19759811,45.228.147.140,317810801326773
+919376311656,10.36.134.154,89.111.29.149,22980,2026-06-06 21:59:34,2026-06-06 23:59:34,4951287,32546208,98.164.119.104,317810801326773
+919376311656,10.252.190.21,89.111.29.149,45371,2026-06-03 17:49:56,2026-06-03 19:24:56,1413979,2644447,134.22.127.6,317810801326773
+918009788208,10.20.153.40,108.145.80.113,27502,2026-06-08 10:58:39,2026-06-08 11:55:39,1358671,27059036,81.0.248.146,998543534624751
+918009788208,10.43.204.106,108.145.80.113,11884,2026-06-09 21:13:23,2026-06-09 21:50:23,3279764,24824653,88.94.98.118,998543534624751
+918009788208,10.222.43.21,108.145.80.113,34817,2026-06-26 12:05:27,2026-06-26 13:54:27,747048,31547789,196.201.129.142,998543534624751
+918009788208,10.7.136.205,108.145.80.113,12087,2026-06-19 05:44:45,2026-06-19 07:16:45,743809,33149608,71.79.22.152,998543534624751
+918009788208,10.200.197.224,108.145.80.113,54995,2026-06-21 15:56:16,2026-06-21 17:38:16,221279,39537019,223.1.156.214,998543534624751
+918009788208,10.180.123.38,108.145.80.113,39521,2026-06-22 08:59:23,2026-06-22 10:59:23,2626619,31248820,142.0.109.109,998543534624751
+918009788208,10.110.208.74,108.145.80.113,6434,2026-06-01 05:13:40,2026-06-01 05:50:40,2943365,14412331,214.11.166.21,998543534624751
+918009788208,10.175.208.223,108.145.80.113,47579,2026-06-02 04:31:35,2026-06-02 05:15:35,1106098,16103868,178.206.229.159,998543534624751
+918009788208,10.27.149.110,108.145.80.113,15814,2026-06-01 04:40:05,2026-06-01 05:36:05,498705,31527093,40.181.13.184,998543534624751
+918009788208,10.186.190.33,108.145.80.113,9461,2026-06-22 15:37:24,2026-06-22 17:20:24,2915963,33938751,54.154.167.155,998543534624751
+918009788208,10.67.146.134,108.145.80.113,64786,2026-06-23 06:43:34,2026-06-23 08:39:34,254827,18613720,84.183.189.10,998543534624751
+918009788208,10.123.81.121,108.145.80.113,8627,2026-06-29 13:27:24,2026-06-29 13:59:24,3817727,40780878,118.238.179.68,998543534624751
+916841241182,10.127.110.60,55.90.211.7,17065,2026-06-02 08:45:44,2026-06-02 10:27:44,2834809,2678354,183.242.111.123,427868011280598
+916841241182,10.141.89.117,55.90.211.7,58509,2026-06-09 13:19:51,2026-06-09 13:36:51,615647,39662723,102.4.251.254,427868011280598
+916841241182,10.203.82.207,55.90.211.7,36384,2026-06-13 05:51:44,2026-06-13 06:13:44,2820045,16005539,161.145.246.203,427868011280598
+916841241182,10.145.146.97,55.90.211.7,39621,2026-06-24 13:31:26,2026-06-24 14:13:26,4621364,48156627,36.189.90.135,427868011280598
+916841241182,10.131.212.177,172.79.121.222,29109,2026-06-18 04:51:39,2026-06-18 05:55:39,591114,3390344,47.133.59.40,427868011280598
+916841241182,10.199.232.191,172.79.121.222,34314,2026-06-14 10:52:26,2026-06-14 11:11:26,3456249,38541340,149.77.144.139,427868011280598
+916841241182,10.154.28.107,172.79.121.222,51399,2026-06-09 21:03:42,2026-06-09 22:34:42,416929,1152103,42.27.70.15,427868011280598
+916841241182,10.149.116.179,172.79.121.222,9642,2026-06-16 17:50:11,2026-06-16 18:04:11,2283321,40796989,206.225.172.114,427868011280598
+918634216073,10.227.212.157,94.63.153.130,26885,2026-06-30 19:56:16,2026-06-30 21:27:16,2723735,6985488,85.78.32.78,850142940196556
+918634216073,10.19.80.238,94.63.153.130,64125,2026-06-24 09:18:22,2026-06-24 09:28:22,4196513,27479692,167.149.3.138,850142940196556
+918634216073,10.102.207.158,124.35.169.160,41543,2026-06-09 00:59:39,2026-06-09 02:01:39,3675926,23824711,205.184.4.138,850142940196556
+918634216073,10.166.200.83,124.35.169.160,33159,2026-06-01 14:47:40,2026-06-01 16:32:40,4096471,2564959,14.103.157.30,850142940196556
+918634216073,10.219.223.139,124.35.169.160,47895,2026-06-27 23:06:15,2026-06-27 23:28:15,3878205,4828322,34.215.134.216,850142940196556
+918634216073,10.26.67.188,124.35.169.160,13148,2026-06-09 22:15:14,2026-06-09 23:06:14,4402529,26018191,98.51.64.230,850142940196556
+918634216073,10.192.97.53,124.35.169.160,43253,2026-06-24 15:31:48,2026-06-24 17:28:48,4119885,22416030,26.198.138.53,850142940196556
+919564823662,10.252.238.87,154.228.81.191,26650,2026-06-24 14:27:24,2026-06-24 15:27:24,1082895,26012777,179.51.0.72,791769367632016
+919564823662,10.96.23.232,154.228.81.191,39602,2026-06-05 17:32:03,2026-06-05 17:56:03,1986447,29409108,58.167.215.250,791769367632016
+919564823662,10.192.152.177,154.228.81.191,61306,2026-06-23 08:07:02,2026-06-23 09:02:02,3428353,21628752,62.56.197.120,791769367632016
+919564823662,10.139.133.209,207.226.218.213,46080,2026-06-09 18:29:07,2026-06-09 20:16:07,2402746,44599123,27.112.50.173,791769367632016
+919564823662,10.106.95.77,154.228.81.191,58637,2026-06-19 20:44:39,2026-06-19 21:35:39,2055762,33494788,203.15.34.56,791769367632016
+919564823662,10.153.232.138,207.226.218.213,57943,2026-06-14 16:38:30,2026-06-14 18:03:30,1626465,481190,125.90.179.224,791769367632016
+919564823662,10.33.133.226,207.226.218.213,49244,2026-06-28 19:51:44,2026-06-28 20:07:44,923095,10346116,43.169.134.185,791769367632016
+919564823662,10.158.236.198,154.228.81.191,55804,2026-06-09 03:52:37,2026-06-09 05:17:37,1231318,45154202,221.83.29.214,791769367632016
+919564823662,10.112.204.162,207.226.218.213,37159,2026-06-25 11:59:22,2026-06-25 13:09:22,1609384,5341368,97.245.250.207,791769367632016
+919564823662,10.130.232.17,154.228.81.191,29576,2026-06-20 21:03:16,2026-06-20 22:32:16,526243,16414625,202.120.177.246,791769367632016
+919564823662,10.80.86.93,154.228.81.191,41976,2026-06-21 05:14:50,2026-06-21 06:08:50,3657113,15974375,171.72.143.80,791769367632016
+919564823662,10.72.103.47,154.228.81.191,25379,2026-06-14 00:15:04,2026-06-14 00:54:04,2777299,19372129,157.111.236.94,791769367632016
+919564823662,10.141.215.6,154.228.81.191,11501,2026-06-29 17:40:55,2026-06-29 18:20:55,4622118,6543289,24.134.100.236,791769367632016
+919564823662,10.13.34.126,207.226.218.213,64475,2026-06-19 12:08:38,2026-06-19 13:42:38,4160033,32878633,149.196.190.175,791769367632016
+919564823662,10.182.143.21,154.228.81.191,53132,2026-06-18 18:02:25,2026-06-18 19:52:25,3022522,1179407,118.244.121.56,791769367632016
+919564823662,10.138.39.231,207.226.218.213,20123,2026-06-22 15:18:52,2026-06-22 15:53:52,2316138,10677191,79.247.55.48,791769367632016
+919434873471,10.188.79.5,35.219.69.222,31186,2026-06-24 10:07:15,2026-06-24 10:11:15,2228400,16617382,15.166.148.115,967054668893734
+919434873471,10.53.91.217,35.219.69.222,8691,2026-06-10 22:49:14,2026-06-11 00:13:14,1856376,21946510,99.219.196.107,967054668893734
+919434873471,10.0.90.204,35.219.69.222,5477,2026-06-07 09:36:51,2026-06-07 09:46:51,1893056,22628722,37.110.204.186,967054668893734
+919434873471,10.140.196.20,35.219.69.222,59538,2026-06-01 02:22:45,2026-06-01 03:56:45,3118924,44401120,78.202.146.83,967054668893734
+919434873471,10.230.36.61,35.219.69.222,33054,2026-06-22 11:03:59,2026-06-22 11:15:59,25365,22971272,177.156.181.175,967054668893734
+919434873471,10.224.171.234,35.219.69.222,36492,2026-06-12 05:42:04,2026-06-12 06:06:04,4851855,9929567,132.61.104.247,967054668893734
+919434873471,10.17.53.142,35.219.69.222,48264,2026-06-15 06:12:48,2026-06-15 07:51:48,1509727,8895896,32.157.59.30,967054668893734
+919434873471,10.227.127.244,35.219.69.222,24879,2026-06-27 01:03:11,2026-06-27 01:18:11,1088810,483780,197.166.225.155,967054668893734
+919434873471,10.173.193.23,35.219.69.222,22987,2026-06-13 14:07:32,2026-06-13 15:40:32,1124141,24665528,100.235.25.144,967054668893734
+918345581223,10.27.184.212,35.219.69.222,64902,2026-06-15 12:33:44,2026-06-15 13:43:44,3527161,18786396,29.240.113.63,967054668893734
+918345581223,10.88.93.227,35.219.69.222,43330,2026-06-20 11:07:55,2026-06-20 12:56:55,2052244,12914059,32.81.166.90,967054668893734
+918345581223,10.157.115.215,35.219.69.222,21622,2026-06-24 21:45:50,2026-06-24 22:12:50,1862487,8980764,116.252.122.56,967054668893734
+918345581223,10.253.128.215,35.219.69.222,22665,2026-06-01 10:18:22,2026-06-01 11:22:22,2265236,32084274,94.162.225.55,967054668893734
+918345581223,10.100.249.42,35.219.69.222,44450,2026-06-14 14:49:57,2026-06-14 15:12:57,2849681,29945035,99.142.62.160,967054668893734
+918345581223,10.118.21.242,35.219.69.222,39331,2026-06-07 20:43:36,2026-06-07 22:41:36,3123294,5753294,112.194.215.78,967054668893734
+918345581223,10.160.251.159,35.219.69.222,15430,2026-06-25 15:12:27,2026-06-25 15:27:27,1371769,8206778,101.6.251.220,967054668893734
+918345581223,10.254.133.40,35.219.69.222,27425,2026-06-08 18:15:37,2026-06-08 19:24:37,397244,47246546,184.55.227.5,967054668893734
+918345581223,10.168.40.201,35.219.69.222,51200,2026-06-27 12:25:18,2026-06-27 12:39:18,2368705,30642756,62.166.106.26,967054668893734
+918345581223,10.108.126.95,35.219.69.222,42849,2026-06-01 13:53:54,2026-06-01 14:46:54,4525176,15488427,121.129.225.31,967054668893734
+917046537556,10.78.27.131,201.137.165.219,4282,2026-06-10 14:46:32,2026-06-10 15:10:32,41976,31400864,154.254.62.81,319314919058651
+917046537556,10.66.147.19,201.137.165.219,15046,2026-06-30 19:47:10,2026-06-30 20:44:10,2473491,44046941,219.127.176.160,319314919058651
+917046537556,10.38.128.78,171.247.238.112,25664,2026-06-22 04:30:25,2026-06-22 04:50:25,16045,2376960,197.242.197.106,319314919058651
+917046537556,10.216.146.107,171.247.238.112,39709,2026-06-08 21:01:28,2026-06-08 22:17:28,1648982,25125362,207.221.123.10,319314919058651
+917046537556,10.26.126.150,201.137.165.219,55232,2026-06-14 06:46:19,2026-06-14 07:17:19,50399,2764594,145.94.226.49,319314919058651
+917046537556,10.110.57.212,201.137.165.219,54168,2026-06-25 10:44:44,2026-06-25 12:30:44,4468864,16502348,170.223.116.16,319314919058651
+917046537556,10.229.91.133,171.247.238.112,38990,2026-06-26 12:28:00,2026-06-26 12:38:00,1057766,48365314,118.254.53.182,319314919058651
+917046537556,10.229.76.130,201.137.165.219,43854,2026-06-06 10:33:43,2026-06-06 12:02:43,3741181,23524725,123.110.7.63,319314919058651
+917046537556,10.123.107.148,171.247.238.112,48333,2026-06-11 12:36:48,2026-06-11 12:45:48,310379,30116791,87.237.83.53,319314919058651
+917046537556,10.93.167.29,171.247.238.112,56419,2026-06-22 10:49:58,2026-06-22 12:18:58,4473194,49434731,179.70.217.176,319314919058651
+918641708053,10.202.181.100,171.247.238.112,20129,2026-06-07 13:57:38,2026-06-07 15:09:38,1063240,16040432,160.17.231.174,319314919058651
+918641708053,10.156.98.125,171.247.238.112,3181,2026-06-20 13:06:13,2026-06-20 14:31:13,1993371,26223244,87.239.70.130,319314919058651
+918641708053,10.215.223.169,201.137.165.219,35268,2026-06-03 02:25:43,2026-06-03 02:43:43,4393497,30305403,27.246.243.45,319314919058651
+918641708053,10.192.253.59,171.247.238.112,54209,2026-06-17 05:20:47,2026-06-17 07:18:47,3351424,5829026,167.101.149.27,319314919058651
+918641708053,10.240.100.246,201.137.165.219,40724,2026-06-12 06:14:14,2026-06-12 07:43:14,4119994,38906969,145.221.217.160,319314919058651
+918641708053,10.212.54.105,171.247.238.112,58468,2026-06-12 13:58:18,2026-06-12 14:31:18,4852921,25685465,69.49.251.150,319314919058651
+918641708053,10.164.93.11,171.247.238.112,23626,2026-06-19 09:46:21,2026-06-19 09:54:21,2258728,35844491,103.79.163.68,319314919058651
+918641708053,10.72.231.48,201.137.165.219,12436,2026-06-13 12:07:27,2026-06-13 14:06:27,3537781,31963490,45.91.158.25,319314919058651
+916473799650,10.103.2.252,73.61.98.81,33286,2026-06-21 00:07:21,2026-06-21 00:46:21,4548109,35366203,188.70.158.152,367837770143634
+916473799650,10.186.118.222,73.61.98.81,42770,2026-06-20 03:44:49,2026-06-20 04:28:49,4540162,5975953,151.72.51.56,367837770143634
+916473799650,10.12.132.106,44.94.98.56,60265,2026-06-14 07:47:07,2026-06-14 08:07:07,545215,42542755,125.75.145.240,367837770143634
+916473799650,10.152.212.254,44.94.98.56,26931,2026-06-15 06:26:11,2026-06-15 07:56:11,2636137,30228913,182.9.124.181,367837770143634
+916473799650,10.108.130.70,44.94.98.56,35702,2026-06-08 17:12:24,2026-06-08 17:30:24,130361,33329512,113.82.173.26,367837770143634
+916473799650,10.117.186.150,73.61.98.81,17173,2026-06-07 12:57:25,2026-06-07 12:58:25,4178087,1517031,116.218.115.37,367837770143634
+916473799650,10.74.24.76,73.61.98.81,63898,2026-06-13 02:43:45,2026-06-13 04:11:45,4133336,33951735,173.147.209.105,367837770143634
+916473799650,10.113.76.112,44.94.98.56,39042,2026-06-09 19:26:11,2026-06-09 21:16:11,1721548,3596858,196.85.176.233,367837770143634
+916473799650,10.239.18.183,44.94.98.56,21528,2026-06-11 12:05:36,2026-06-11 13:34:36,4384578,19207204,203.83.229.36,367837770143634
+916473799650,10.198.150.131,44.94.98.56,5474,2026-06-01 05:37:18,2026-06-01 06:50:18,510290,11206698,59.126.215.192,367837770143634
+916473799650,10.172.74.93,73.61.98.81,20131,2026-06-02 16:22:51,2026-06-02 17:59:51,3915403,49567662,141.1.4.108,367837770143634
+916473799650,10.66.63.149,73.61.98.81,9729,2026-06-06 16:13:31,2026-06-06 17:33:31,2760208,9271443,128.18.244.117,367837770143634
+916473799650,10.59.61.251,73.61.98.81,26791,2026-06-17 13:40:52,2026-06-17 15:32:52,1615091,38676945,102.109.10.30,367837770143634
+916473799650,10.228.145.105,73.61.98.81,17255,2026-06-21 23:10:47,2026-06-22 00:41:47,1865266,43615065,217.204.137.124,367837770143634
+918989413435,10.175.79.103,88.16.118.74,48594,2026-06-28 14:36:22,2026-06-28 15:17:22,3217437,42633533,30.135.103.11,938677496499091
+918989413435,10.147.74.63,88.16.118.74,6466,2026-06-21 01:57:10,2026-06-21 02:26:10,4041037,27225693,79.116.213.6,938677496499091
+918989413435,10.213.0.30,88.16.118.74,2131,2026-06-22 07:52:30,2026-06-22 08:58:30,489066,4555726,110.202.52.153,938677496499091
+918989413435,10.31.20.247,194.144.232.19,38623,2026-06-30 18:17:05,2026-06-30 19:29:05,1610220,1351262,173.183.69.63,938677496499091
+918989413435,10.90.213.113,88.16.118.74,46416,2026-06-30 02:28:29,2026-06-30 04:15:29,4357268,26985745,42.167.169.66,938677496499091
+918989413435,10.64.143.163,88.16.118.74,50347,2026-06-02 07:39:05,2026-06-02 09:01:05,3320281,19428197,144.212.130.102,938677496499091
+918989413435,10.93.15.167,88.16.118.74,53096,2026-06-26 01:27:19,2026-06-26 03:02:19,1200383,31116039,42.51.114.220,938677496499091
+918989413435,10.245.181.91,194.144.232.19,28912,2026-06-09 07:58:24,2026-06-09 09:46:24,245743,44954141,42.240.151.65,938677496499091
+917408240084,10.118.125.20,88.16.118.74,36590,2026-06-28 07:07:20,2026-06-28 08:49:20,3766008,36174703,169.17.36.155,938677496499091
+917408240084,10.34.44.224,194.144.232.19,49342,2026-06-22 18:22:59,2026-06-22 19:55:59,2638451,16713743,37.194.246.181,938677496499091
+917408240084,10.244.101.123,194.144.232.19,29360,2026-06-27 08:37:57,2026-06-27 09:49:57,4581613,18518038,182.183.57.111,938677496499091
+917408240084,10.235.161.232,194.144.232.19,29729,2026-06-17 22:46:48,2026-06-18 00:05:48,4511716,43683359,92.41.185.125,938677496499091
+917408240084,10.128.61.45,88.16.118.74,20809,2026-06-28 21:12:04,2026-06-28 21:30:04,608488,21738296,63.78.205.246,938677496499091
+917408240084,10.89.62.254,194.144.232.19,60642,2026-06-28 19:17:50,2026-06-28 20:51:50,17456,48498511,63.22.128.146,938677496499091
+917408240084,10.56.118.69,194.144.232.19,48202,2026-06-01 13:38:13,2026-06-01 15:05:13,4656604,36704344,118.165.90.80,938677496499091
+917408240084,10.182.89.92,194.144.232.19,6054,2026-06-20 02:57:51,2026-06-20 03:10:51,2691774,47023470,194.174.231.250,938677496499091
+917408240084,10.3.57.32,88.16.118.74,18530,2026-06-20 05:51:41,2026-06-20 06:30:41,4882782,39953874,199.218.173.186,938677496499091
+917408240084,10.12.198.171,88.16.118.74,17548,2026-06-07 12:14:57,2026-06-07 12:45:57,2816744,38386622,54.57.247.205,938677496499091
+917408240084,10.148.91.193,88.16.118.74,21031,2026-06-14 22:34:32,2026-06-14 23:21:32,2551757,4601019,91.88.190.73,938677496499091
+918936183242,10.2.67.40,40.82.168.106,30123,2026-06-27 11:22:54,2026-06-27 12:25:54,792815,20448816,72.74.129.223,719065940139904
+918936183242,10.198.29.210,40.82.168.106,3345,2026-06-02 03:44:42,2026-06-02 05:31:42,1930612,30498599,75.4.1.29,719065940139904
+918936183242,10.165.164.173,40.82.168.106,15312,2026-06-23 04:16:52,2026-06-23 05:05:52,650758,39114915,219.212.4.214,719065940139904
+918936183242,10.100.113.64,118.170.164.172,55999,2026-06-02 19:42:56,2026-06-02 21:31:56,4075069,24002716,115.196.17.153,719065940139904
+918680715451,10.39.30.40,112.119.210.12,45079,2026-06-21 00:50:57,2026-06-21 01:20:57,3787716,12352682,136.13.151.190,826398214658404
+918680715451,10.199.13.237,112.119.210.12,6810,2026-06-17 23:47:59,2026-06-18 00:55:59,4131191,10844696,216.235.159.232,826398214658404
+918680715451,10.91.147.69,96.96.122.147,35970,2026-06-08 17:11:32,2026-06-08 18:12:32,2836498,9171982,63.212.154.94,826398214658404
+918680715451,10.170.39.185,96.96.122.147,55813,2026-06-20 19:46:06,2026-06-20 21:22:06,2191135,38896389,107.206.168.218,826398214658404
+918680715451,10.107.170.162,112.119.210.12,45771,2026-06-14 14:13:03,2026-06-14 15:56:03,3126355,37825453,59.200.47.129,826398214658404
+918680715451,10.75.214.62,112.119.210.12,28633,2026-06-01 21:05:52,2026-06-01 21:22:52,1220181,42517658,128.1.6.21,826398214658404
+918680715451,10.218.200.208,96.96.122.147,30730,2026-06-03 15:44:56,2026-06-03 16:14:56,948478,11508648,115.78.162.196,826398214658404
+919808760385,10.30.139.250,96.96.122.147,43373,2026-06-12 00:10:42,2026-06-12 01:45:42,2118647,22217283,95.8.148.209,826398214658404
+919808760385,10.244.216.114,96.96.122.147,64773,2026-06-19 15:34:06,2026-06-19 16:06:06,2775153,6994402,175.158.199.247,826398214658404
+919808760385,10.35.116.229,112.119.210.12,29061,2026-06-22 05:08:21,2026-06-22 05:47:21,2527126,15379600,87.247.98.199,826398214658404
+919808760385,10.57.22.193,96.96.122.147,57051,2026-06-23 04:44:30,2026-06-23 04:48:30,636414,8289005,14.42.137.14,826398214658404
+919808760385,10.9.48.204,96.96.122.147,60296,2026-06-13 13:02:16,2026-06-13 14:21:16,3287117,27847340,149.57.247.3,826398214658404
+919808760385,10.7.114.2,96.96.122.147,34997,2026-06-11 08:55:38,2026-06-11 10:39:38,4623717,3065704,124.147.136.31,826398214658404
+919808760385,10.135.94.58,96.96.122.147,26571,2026-06-07 18:41:53,2026-06-07 20:37:53,3303563,34464497,138.175.230.18,826398214658404
+919808760385,10.9.40.173,96.96.122.147,7480,2026-06-02 23:43:17,2026-06-03 01:08:17,4314137,6392899,133.112.246.201,826398214658404
+919808760385,10.198.204.92,96.96.122.147,1272,2026-06-07 15:43:45,2026-06-07 17:36:45,215293,4820542,16.16.217.130,826398214658404
+919808760385,10.39.114.155,96.96.122.147,1237,2026-06-02 05:15:21,2026-06-02 06:38:21,2190554,36890554,25.29.111.49,826398214658404
+919808760385,10.236.56.3,96.96.122.147,50674,2026-06-17 07:14:50,2026-06-17 08:36:50,2624428,35164407,120.152.138.55,826398214658404
+919662702895,10.198.146.169,76.210.92.44,27501,2026-06-08 23:32:16,2026-06-09 00:39:16,595508,40361065,212.236.244.160,158657809134316
+919662702895,10.227.11.205,76.210.92.44,1981,2026-06-21 20:43:23,2026-06-21 22:18:23,4788528,7304878,174.193.250.83,158657809134316
+919662702895,10.85.195.23,76.210.92.44,4285,2026-06-30 15:07:44,2026-06-30 16:27:44,1484828,10828437,106.29.253.11,158657809134316
+919662702895,10.134.76.77,76.210.92.44,13185,2026-06-23 13:39:24,2026-06-23 14:18:24,1632203,25294934,36.240.247.143,158657809134316
+919662702895,10.1.118.58,76.210.92.44,52737,2026-06-19 05:28:13,2026-06-19 05:53:13,1796728,47427365,85.119.88.45,158657809134316
+919662702895,10.227.195.185,76.210.92.44,42921,2026-06-23 13:45:20,2026-06-23 14:32:20,3567873,36961037,121.97.108.184,158657809134316
+919662702895,10.62.240.6,76.210.92.44,21946,2026-06-06 07:12:05,2026-06-06 07:26:05,593986,651053,27.69.192.251,158657809134316
+919662702895,10.122.59.40,76.210.92.44,28008,2026-06-16 09:34:10,2026-06-16 09:48:10,4294678,48893134,84.48.197.96,158657809134316
+919662702895,10.100.103.226,76.210.92.44,28113,2026-06-22 07:02:25,2026-06-22 08:23:25,2478701,48401536,112.22.17.138,158657809134316
